book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
24626,Star Wars: Knights of the Old Republic (2006) #39,Star Wars: Knights of the Old Republic (2006 - 2010),John Jackson Miller,"Combat sports and high-speed racing in the Old Republic!'Zayne'and'Gryph, now partners in ""crime"", along with'Jarael'and'Rohlan, prepare to rip off the big-business world of sport dueling. Gryph has himself in the perfect position for the con, until Zayne enters himself into the Open, Jarael becomes oddly distracted, and even Rohlan finds himself taking part in the duels. If that weren't enough, veteran warrior'Goethar Kleej'inexplicably forces upon Zayne an incredible handicap!",Comics,Star Wars: Knights of the Old Republic (2006 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23234,Spider-Man Family (2007) #5,Spider-Man Family (2007 - 2008),Kevin Grevioux,"Why buy a 22-page book when you can get 104!? We're coming at you with an all-new untold tale featuring Spidey and that magical master, Dr. Strange! The good Doc ain't feeling so well, so here's hoping ol' Web Head can cure what ails him in time to fight off EVERY mystical demon in the universe! PLUS, a backup story featuring Man-Wolf, PLUS classic archive material, PLUS Spider-Man J! If we tried to cram any more story into this thing, we'd be arrested!
104 PGS./Rated A ...$4.99",Comics,Spider-Man Family (2007 - 2008)  Comic  MARVEL UNIVERSE, A,en,,,comics,medium,Marvel/DC Comics Dataset
23537,Spider-Man: Fear Itself (2009) #1,Spider-Man: Fear Itself (2009),Stuart Moore,"The mucky man monster returns to meet the Amazing Spider-Man in a double-sized epic that connects to both Peter Parker's youth and his present-day adventures.
In the Florida Everglades, Spider-Man squares off against eight hundred pounds of menace -- the savage, mindless Man-Thing! But after the battle, Spidey finds his own, radiation-altered body chemistry changing radically. To stop his hideous
transformation, he'll have to face his own greatest fear!
One-Shot/Rated A ...$3.99",Comics,Spider-Man: Fear Itself (2009)  Comic  MARVEL UNIVERSE, RATED A,en,,,comics,medium,Marvel/DC Comics Dataset
9773,Fantastic Four: True Story (2008) #1,Fantastic Four: True Story (2008 - 2009),Paul Cornell,"A threat to the minds of the whole human race sends the FF somewhere they've never been before: into the realm of fiction itself! Where Ben finds himself clobbering a demonic army to save the cast of Sense and Sensibility. No, really. And it gets weirder from there. Dante (not the one from Clerks)! Willie Lumpkin! Behold, the Fictocraft! And it's actually kind of smart and serious too. You're at least going to flip open the first page in your comic store, right?
Rated A ...$2.99",Comics,Fantastic Four: True Story (2008 - 2009)  Comic  Marvel Universe, Rated a,en,,,comics,medium,Marvel/DC Comics Dataset
21935,Sense & Sensibility (2010) #1,Sense & Sensibility (2010),Nancy Butler,"Award-winning writer Nancy Butler, adapter of Marvel's best-selling adaptation of PRIDE & PREJUDICE, returns to Marvel with another Jane Austen classic: SENSE & SENSIBILITY! Alongside incredible artist Sonny Liew (My Faith in Frankie, Wonderland), Butler brings to life the world of Elinor and Marianne Dashwood, two daughters without parents or means, forced to experience hardship, romance, and heartbreak, all in the hopes of achieving love and lasting happiness. Rated A ...$3.99",Comics,Sense & Sensibility (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
8232,Doomwar (2010) #3,Doomwar (2010),,The Fantastic Four join in as the fires of DoomWar escalate into a full-blown inferno! Sometimes you can win every battle and still lose the war. That's the hard truth facing the Black Panther and the X-Men as they reel from Doctor Doom's most crippling blow yet. Doom now has everything he requires to become the most powerful force on Earth. All he needs is the time to bring his newly invincible armies into the field. The clock is ticking and Doomsday is coming. Rated T ...$3.99,Comics,Doomwar (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
32959,Wolverines (2015) #12,Wolverines (2015),"Charles Soule, Ray Fawkes","Shogun's inner battle with his own demons has come to a full tilt, and only Fang can help set him straight again. Not only for his soul, but for the safety of his teammates. But what's in it for Fang? While Shogun's been battling, Lady Deathstrike has been falling in love...but with which side of his personality? Sharp or Ogun? Fantomelle and Culpepper's mission comes to an end, and the buyer is revealed...but what happens when the buyer gets more (and less!) than they paid for?",Comics,Wolverines (2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
18009,Ms. Marvel (2014) #1,Ms. Marvel (2014 - 2015),G. Willow Wilson,"The legend has returned! Marvel Comics presents the all-new MS. MARVEL, the ground breaking heroine that has become an international sensation! Kamala Khan is just an ordinary girl from Jersey City--until she is suddenly empowered with extraordinary gifts. But who truly is the all-new Ms. Marvel? Teenager? Muslim? Inhuman? Find out as she takes the Marvel Universe by storm, and prepare for an epic tale that will be remembered by generations to come. History in the making is NOW!",Comics,Ms. Marvel (2014 - 2015)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
26546,The Amazing Spider-Man (2014) #1.2,The Amazing Spider-Man (2014 - 2015),Dan Slott,"J. Jonah's Jameson's crusade against Spider-Man kicks into overdrive! He warned us! He told us that kids might try to emulate Spider-Man! And he was RIGHT! Meet CLASH, New York's newest menace. He may be Spidey's biggest fan, but he's about to become one of his worst enemies. Wanted by the cops, turned away by the Fantastic Four, his grades are slipping, and he still hasn't figured out this whole crime-fighting-thing. Pete's not a hero... not yet... but he'll get there. Somehow.",Comics,The Amazing Spider-Man (2014 - 2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23639,Spider-Man: With Great Power... (2008) #5,Spider-Man: With Great Power... (2008),David Lapham,"When Peter Parker was first bitten by that radioactive spider, he thought his celebrity status as the amazing Spider-Man was about to make life cushy. But he discovered right away that he couldn't escape the ol' Parker luck! After flirting with corruption and disaster on the rollercoaster ride of fame and success as a teen sensation, Peter may think he's getting it under control...but he's about to face the greatest challenge of his young life...
Cardstock Cover/Rated A ...$3.99",Comics,Spider-Man: With Great Power... (2008)  Comic  MARVEL UNIVERSE, NOT IN ORACLE,en,,,comics,medium,Marvel/DC Comics Dataset
24548,Star Wars: Invasion - Rescues (2010) #5,Star Wars: Invasion - Rescues (2010),,"Kaye Galfridian'has taken command of a'New Republic'army, but her first mission has forced her to fight against some of the very refugees she has come to rescue! Mutated by'Yuuzhan Vong'bioengineering, the refugees have become monstrous killing machines who can only be ""saved"" by death. Meanwhile, on their homeworld of Artorias, Kaye's brother Finn must deal with death on another level, unaware that he has become the enemy's objective in a new front in the Yuuzhan Vong invasion!",Comics,Star Wars: Invasion - Rescues (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
26772,The Loners (2007) #6,The Loners (2007 - 2008),C.B. Cebulski,"Attempting to put their costumed pasts behind them, the Loners have learned that super hero life can be hell, even in the City of Angels. In this final issue of the acclaimed series, the spandex self-help group is attacked from within -- as one of their members betrays them! Shaken to the core, a Loner departs for good... in a way you never saw coming! Be here for the finale of the series IGN.com calls ""an absolutely fascinating and ambitious concept.""
32 PGS./Rated T+ ...$2.99",Comics,The Loners (2007 - 2008)  Comic  Marvel Universe, T,en,,,comics,medium,Marvel/DC Comics Dataset
24528,Star Wars: General Grievous (2005) #2,Star Wars: General Grievous (2005),,"General'Grievous'and his forces'invade'the'planet'Gentes'and take'it's population'and their production facilities as trophies of war. Meanwhile, Flynn Kybo'and the'Jedi, who seek to kill Grievous, team up with a grizzled band of space miners who hope to see Grievous dead as well. But they're unaware that the General holds hostage a group of'Padawan'children captured during a raid on a'Republic'fleet. And what Grievous has planned for the Padawans is a fate far worse than death!",Comics,Star Wars: General Grievous (2005)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
2778,Avengers/Invaders (2008) #2,Avengers/Invaders (2008 - 2009),Jim Krueger,"The cross-time team-up of the year continues with the award winning team behind EARTH X, Justice and Project: Superpowers! With World War II's greatest heroes mysteriously transported to 2008, it takes the Mighty Avengers to bring them in before the world realizes that the Invaders are back...including the original Captain America. But will Iron Man and S.H.I.E.L.D. have enough firepower to hold them...or do the Invaders have everyone just where they want them? Rated T ...$2.99",Comics,Avengers/Invaders (2008 - 2009)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
32185,Winter Soldier (2012) #15,Winter Soldier (2012 - 2013),Jason Latour,"All new mission! All New creative team! All new status quo! Join writer Jason Latour (Loose Ends, Wolverine) and artist Nic Klein (Dancer, Viking, Doc Savage) as they take the reins to the critically acclaimed series! In the wake of the hunt for the Black Widow, a broken and beaten Winter Soldier begins perhaps his most personal mission yet: a quest for redemption. But as Bucky looks to make peace with his deadly past, a new villain from his future is out for war...and blood...",Comics,Winter Soldier (2012 - 2013)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
2606,Avengers Fairy Tales (2008) #3,Avengers Fairy Tales (2008),C.B. Cebulski,"No one's telling any ""tall"" tales this month as Cassie ""Stature"" Lang's size-shifting abilities accidentally send her spiraling ""down the rabbit hole"" and into Wonderland! Stature finds herself on an Alice-like adventure through this warped world where nothing is quite what it seems. And when she finally runs into the other Young Avengers, will she be able to bring her twisted teammates to their senses in time, before Queen of Hearts has off with their heads?!
All Ages ...$2.99",Comics,Avengers Fairy Tales (2008)  Comic  MARVEL UNIVERSE, ALL AGES,en,,,comics,medium,Marvel/DC Comics Dataset
5180,Civil War II: Amazing Spider-Man (2016) #1,Civil War II: Amazing Spider-Man (2016 - 2017),Christos Gage,"THE AMAZING SPIDER-MAN GETS CAUGHT UP IN CIVIL WAR II! There's a new Inhuman with the ability to seemingly predict the future, and as the heroes of the Marvel Universe continue to grapple with their feelings about his very existence one thing almost everyone can agree on is that he bears a tremendous responsibility to use his powers safely. Peter Parker, aka THE AMAZING SPIDER-MAN, knows a thing or two about that -- too bad he's also got the ol' Parker luck working against him.",Comics,Civil War II: Amazing Spider-Man (2016 - 2017)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
2670,Avengers Standoff: Assault on Pleasant Hill Alpha (2016) #1,Avengers Standoff: Assault on Pleasant Hill Alpha (2016),Nick Spencer,"Pleasant Hill looks like the perfect small-town community -- but underneath the surface, a deadly secret lurks. One so explosive it will draw estranged allies Steve Rogers and Sam Wilson back together to save a friend in danger and put things right. But when the combined might of the Captain Americas isn't enough, whom do they call? In the face of unspeakable evil, it's time for the Avengers to Assemble like never before! The blockbuster spring AVENGERS event starts right here!",Comics,Avengers Standoff: Assault on Pleasant Hill Alpha (2016)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
30136,Uncanny X-Force (2013) #9,Uncanny X-Force (2013 - 2014),Sam Humphries,"The Fantomex Love Pentagram explodes! With the truth about their sordid past fully revealed, can Fantomex, Psylocke, and Cluster look each other in the eye? Every psychic ninja needs a vicious animal with no impulse control and a short temper to back her up...right? Puck! Man, does that guy love jerky. Especially buffalo and bison jerky, dipped in Canadian whiskey. Plus: a terrifying surprise villain from the X-past is definitely playing chess, not checkers, across Los Angeles.",Comics,Uncanny X-Force (2013 - 2014)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24484,Star Wars: Empire (2002) #1,Star Wars: Empire (2002 - 2006),Scott Allie,"Even as Rebel forces make their first tentative attacks against the Empire, a plot is brewing within the ranks of those the Emperor and Darth Vader count as loyal to their cause. A small cabal of disaffected Imperial officers have targeted their masters for death, with the goal of taking over the Empire themselves. But in the midst of a conspiracy that includes hired assassins and a private army, there are those who have no intention of sharing power with their co-conspirators!",Comics,Star Wars: Empire (2002 - 2006)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27382,The Unbeatable Squirrel Girl (2015) #20,The Unbeatable Squirrel Girl (2015 - 2019),Ryan North,"This is it! The epic showdown between Melissa and Squirrel Girl, as the fate of New York City - and everyone in it - hangs in the balance! Will Melissa's secret intentions be uncovered? Will Doreen and her friends be able to stop her? Can squirrels TRULY hope to match an army made up of EVERY OTHER ANIMAL EVER? Great news: We have studied each of these questions extremely carefully, and we are pleased to reveal our answers in this upcoming issue of The Unbeatable Squirrel Girl!",Comics,The Unbeatable Squirrel Girl (2015 - 2019)  Comic , Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
6755,Dark Tower: The Long Road Home (2008) #4,Dark Tower: The Long Road Home (2008),"Peter David, Robin Furth","As Roland's spirit floats through todash space it is irresistibly drawn to End-World and the court of the Crimson King himself! There the young gunslinger comes face-to-face with the very embodiment of evil in its own domain. And for the last of the line of Eld there may be no way out. Meanwhile, on Mid-World, Alain and Cuthbert desperately struggle to protect Roland's unconscious form, and themselves, against a pack of ravening wolves.
Cardstock Cover/Parental Advisory...$3.99",Comics,Dark Tower: The Long Road Home (2008)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
15416,Marvel Knights (2002) #3,Marvel Knights (2002),John Figueroa,"New York's criminal enterprises have been consolidated under the control of the Brothers Grace, two plastic surgery-addicted European multi-billionaires whose corruption now reaches into the highest levels of city government! Realizing that conventional crime-fighting methods will no longer work, the Marvel Knights begin training for a very unconventional assault on the root of the Grace Brothers' evil -- but first they'll have to fend off an attack by the Graces' private army.",Comics,Marvel Knights (2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
92,MAN-THING: WHATEVER KNOWS FEAR TPB (Trade Paperback),Adventure Into Fear (1970 - 1975),,"Collects Man-Thing (2004) #1-3; Savage Tales (1971) #1, Adventure Into Fear (1970) #16. From the screenwriter of the Man-Thing movie comes this prequel exploring the disappearance of the local sheriff in a backwater bayou town plagued by mysterious and horrific events. Featuring some of the cast from the film, as well as a new character - an unflappable insurance-claims adjuster named Nathan Mehr - this story further explores the mythology and backstory introduced in the movie.",Comics,Adventure Into Fear (1970 - 1975)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
43,A-Force (2016) #5,A-Force (2016),Kelly Thompson,"""Rage, Rage Against The Dying Of The Light"" STARTS NOW! When a massive dragon attacks a small coastal town, SHE-HULK, CAPTAIN MARVEL, MEDUSA, DAZZLER, NICO MINORU, and SINGULARITY spring into action. But this dragon is more than she seems and has her sights set on more than just one small town. In fact, she's got her sights set on one of A-FORCE. Meanwhile, Dazzler's got a big secret and the strangest ally ever is going to help them in this fight... or maybe try to arrest them.",Comics,A-Force (2016)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24664,Star Wars: Knights of the Old Republic (2006) #1,Star Wars: Knights of the Old Republic (2006 - 2010),John Jackson Miller,"On the planet Taris, a young Padawan named Zayne has been framed for a heinous and brutal crime against the Jedi order. Suddenly a wanted fugitive and on the run from his Jedi Masters, Zayne is forced to ally himself with the under-city's criminals, con artists, and petty thieves he'd previously vowed to bring to justice. Staying alive is the first order of business and if he's ever to clear his name, Zayne must make this new alliance work- providing he survives the experience!",Comics,Star Wars: Knights of the Old Republic (2006 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
5078,Champions (2016) #19,Champions (2016 - 2019),Jim Zub,IRONHEART and THE UNSTOPPABLE WASP join the Champions at last! The team has grown but the mission stays the same - the Champions fight to make the world a better place for all! Writer Jim Zub (AVENGERS: NO SURRENDER) and artist Sean Izaakse (UNCANNY AVENGERS) reunite to push the Champions beyond their limits with any icy Antarctic adventure that will challenge everything they believe in!Don't miss this first chapter of a new era of Champions - and the birth of a brand new hero!,Comics,Champions (2016 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
14078,Last Planet Standing (2006) #4,Last Planet Standing (2006),Pat Olliffe,"The sequel to the critically acclaimed LAST HERO STANDING continues--!
A major Marvel Universe character dies! The Great Elders and Comic Powers of the Universe launch a desperate attack against Galactus! The citizens of Earth are ordered to evacuate the planet! New York City is targeted for destruction! The Silver Surfer joins the fray! And the action hits overdrive as the Avengers, Spider-Girl and the Fantastic Five prepare to make their final stand!
32 PGS./All Ages ...$2.99",Comics,Last Planet Standing (2006)  Comic  Marvel Universe, All Ages,en,,,comics,medium,Marvel/DC Comics Dataset
34845,X-Treme X-Men (2001) #9,X-Treme X-Men (2001 - 2004),Chris Claremont,"CABLE IS BACK! AND HE'S GOT JUST 24 HOURS TO WIPE THE AVENGERS FROM THE PAGES OF HISTORY!
How has Cable been reborn? Where has he been since ""Second Coming""? And what dark event has driven him to destroy the Avengers? The answers are just the tip of an iceberg that threatens to smash the Marvel Universe to smithereens!
A crucial new series by the creators behind SUPERMAN/BATMAN and HULK, Jeph Loeb and Ed McGuinness
THE COUNTDOWN TO 2012's STATUS QUO-SHATTERING EPIC BEGINS HERE!",Comics,X-Treme X-Men (2001 - 2004)  Comic  Marvel Universe, Marvel Psr,en,,,comics,medium,Marvel/DC Comics Dataset
10636,Ghost Rider (2006) #3,Ghost Rider (2006 - 2009),Daniel Way,"""VICIOUS CYCLE""
The Devil has been set loose on earth and it's Johnny Blaze's - the Ghost Rider's - fault. Determined to atone for his careless actions, Blaze has vowed to track down Lucifer and send The Devil back to where he came from. Dr. Strange, however, has different plans - advising Ghost Rider to cease and desist, immediately. But why? And will Johnny take Dr. Strange's advice? Here's a hint: Has Johnny ever taken anyone's advice? Part 3 (of 5)
32 PGS./Rated T+ ...$2.99",Comics,Ghost Rider (2006 - 2009)  Comic  Marvel Universe, Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
18276,New Avengers Vol. 6: Revolution Premiere (Hardcover),New Avengers (2004 - 2010),,"The New Avengers versus the Hand!! AND the New Avengers versus the Mighty Avengers!! AND the identity of the new Ronin revealed!! Who is the new mystery player in the New Avengers? Find out here!! Guest-starring the Mighty Avengers and... wait for it... BROTHER VOODOO!! Plus: The story Avengers fans have been waiting for. The shocking return of Hawkeye and the Scarlet Witch. That's right, Hawkeye AND the Scarlet Witch!! Collecting NEW AVENGERS #26-31.
144 PGS./Rated A ...$19.99",Comics,New Avengers (2004 - 2010)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
10606,Ghost Rider (2006) #28,Ghost Rider (2006 - 2009),Jason Aaron,"""The Last Stand of the Spirits of Vengeance""
The biggest GHOST RIDER arc in ages begins here, as long lost brothers turned enemies Johnny Blaze and Danny Ketch finally come face to face. In the snow covered mountains of Tibet, Blaze and the all new Caretaker uncover a startling secret about the Ghost Rider. Or should I say, Ghost Riders. And that sets the stage for a battle to decide the fate of Heaven itself. Plus, a Ghost Rider Saga backup feature.
Parental Advisory ...$3.99",Comics,Ghost Rider (2006 - 2009)  Comic  Marvel Universe, Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
10388,Genext: United (2009) #1,Genext: United (2009),Chris Claremont,"The newest generation of X-Men returns! In a world where the years passed in real-time for the X-Men since their foundation, the newest crop of students at Xavier's are the children and grandchildren of the heroes we know. But with all the trouble Becka Monroe, Pavel Rasputin, Olivier Raven and company got into last time, they're not sure they want to go back to school. With Professor Henry ""Beast"" McCoy watching over them, GeNEXT is striking out on their own!
Rated A ...$3.99",Comics,Genext: United (2009)  Comic  Marvel Universe, Rated a,en,,,comics,medium,Marvel/DC Comics Dataset
2651,Avengers Now! (2014) #1,Avengers Now! (2014),"Jeff Christiansen, Mike O'sullivan","The Official Handbook of the Marvel Universe is back with 64 pages of all-new profiles! Every new member: Angela! Captain Universe (Devoux)! Nightmask (Adam)! The Superior Spider-Man! And more! Enemies: The Apocalypse Twins! The Black Order! Magnitron! A.I.M.'s Scientist Supreme, Andrew Forson! Allies: Nick Fury! Phil Coulson! Nova (Sam Alexander)! Avengers Underground's Hazmat!The entire Avengers roster makes an appearance thanks to an Update Appendix for every single member!",Comics,Avengers Now! (2014)  Comic  Marvel Universe,,en,,,comics,medium,Marvel/DC Comics Dataset
24802,Star Wars: Rebellion (2006) #4,Star Wars: Rebellion (2006 - 2008),,"Luke Skywalker'faces a squad of'stormtroopers'when he attempts to bring his boyhood friend'Imperial'officer'Janek ""Tank"" Sunber'over to theRebellion. Was Tank's plan to defect discovered by the Empire before he could get away, or are the troopers a plot to trick the Alliance into letting Sunber into the heart of their operations? It might not even matter, because while Luke is off on his renegade rescue mission, the Rebel Fleet comes under attack- from inside the command ship!",Comics,Star Wars: Rebellion (2006 - 2008)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
26763,The Last Defenders (2008) #2,The Last Defenders (2008),Joe Casey,"The Defenders are back -- Nighthawk! Colossus! She-Hulk! The Blazing Skull! -- and they've got their very own state to protect and serve (just don't call 'em ""new"", True Believers)! The Sons of the Serpent have moved in and only one fully-sanctioned team of super heroes can stop them! But will their first official mission end up as their FINAL mission? Believe it or not ... yes!
Not to mention guest-stars galore in the must-have superhero mini-series of 2008!
Rated T+ ...$2.99",Comics,The Last Defenders (2008)  Comic  MARVEL UNIVERSE, RATED T+,en,,,comics,medium,Marvel/DC Comics Dataset
29099,Typhoid Fever: Iron Fist (2018) #1,Typhoid Fever: Iron Fist (2018),Clay Chapman,"Typhoid Mary is stronger than ever, and Spider-Man and the X-Men know that better than anyone as they've been forced to fight among themselves. As her powers grow stronger, it's only a matter of time before Typhoid Mary turns Manhattan into her own personal playground - if not her own personal ashtray. Luckily, IRON FIST is in town and willing to lend a hand?er?fist. But will the Master of Kung Fu be able to stop the flames from spreading, or will he just add fuel to the fire?",Comics,Typhoid Fever: Iron Fist (2018)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
415,All-New Invaders (2014) #3,All-New Invaders (2014 - 2015),James Robinson,"""GODS AND SOLDIERS"" PART THREE. The plans are drawn, the task is clear -- to save their ally NAMOR, the remaining INVADERS must live up to their name and take the fight to Hala, the Kree homeworld! But his how does AARKUS, THE ORIGINAL VISION, figure into this strategy? And how will the WINTER SOLDIER track him down in the first place? Plus, Namor in battle with Tanalth and her elite Pursuer Corps! And a guest star no one will expect -- especially not the Invaders themselves!",Comics,All-New Invaders (2014 - 2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27508,The Zombie: Simon Garth (2007) #3,The Zombie: Simon Garth (2007 - 2008),Kyle Hotz,"We're no food critics, but we knows what we likes: delicious living flesh! Warm, gushing blood! Organs and brains rich in nutrients! The zombie horde grows bigger, and the odds grow longer for the innocents caught in the eye of the undead storm. But the living dead have problems of their own! Lost in the woods, hunted by very human predators...and the only person who can save them from the living dead and from themselves is...a zombie?
Cardstock Cover/Explicit Content ...$3.99",Comics,The Zombie: Simon Garth (2007 - 2008)  Comic  MAX, EXPLICIT CONTENT,en,,,comics,medium,Marvel/DC Comics Dataset
7058,WOLVERINE/DEADPOOL: WEAPON X TPB (Trade Paperback),Deadpool (1997 - 2002),,"Collects Wolverine (1988) #162-166, Deadpool (1999) #57-60. Leading into WEAPON X: THE DRAFT! The shadow-ops organization that transformed Logan into the world's most lethal killing machine returns -- and its mysterious new director has big plans for Wolverine! But when Logan rebuffs the reconstituted Weapon X program, management is forced to settle for second best. Enter... Deadpool?! Unfortunately for Wade Wilson, his very first assignment may test the limits of his loyalty!",Comics,Deadpool (1997 - 2002)  Trade Paperback  MARVEL UNIVERSE, MARVEL PSR,en,,,comics,medium,Marvel/DC Comics Dataset
4859,Captain Marvel Vol. 4: Odyssey (Trade Paperback),Captain Marvel (2000 - 2002),,"It's the long-awaited return of Rick Jones' wife, Marlo. But her arrival may not be the upbeat event Rick had been hoping for...especially when the first thing she attempts to do is annihilate the new Captain Marvel! In trying to head off the horrible fate awaiting Marlo, Marv begins an odyssey into the future - where he immediately discovers he's the only being in the universe capable of saving the Earth from a conquering, power-hungry alliance of the Kree, Skrull and Shi'ar!",Comics,Captain Marvel (2000 - 2002)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
24198,Star Wars: Age Of Rebellion - Princess Leia (2019) #1,Star Wars: Age Of Rebellion - Princess Leia (2019),"Greg Pak, Glenn Greenberg","BOUNTY HUNTER PRINCESS! With HAN SOLO frozen in carbonite in the palace of JABBA THE HUTT, PRINCESS LEIA prepares for a daring rescue by taking on the identity of the bounty hunter BOUSHH. But in order to succeed, she’ll have to prove herself in her new identity to the ruthless bounty hunter BOSSK! With her life and all of her principles on the line, how far will Leia go to rescue a scoundrel? Co-starring CHEWBACCA and LANDO, who almost certainly have a bad feeling about this!",Comics,Star Wars: Age Of Rebellion - Princess Leia (2019)  Comic  Marvel Universe, Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
24634,Star Wars: Knights of the Old Republic (2006) #31,Star Wars: Knights of the Old Republic (2006 - 2010),John Jackson Miller,"Zayne Carrick, a fugitive'Padawan'accused of the'murder'of his fellow students, is on his way to the authorities in hope of clearing his name, shedding light on the'Jedi Masters'who framed him, and revealing the covert order'to which they belong. But reaching the right people without facing off against his former masters is proving to be more difficult than Zayne imagined! Success is going to require help from every true friend Zayne has garnered in his long quest for justice.",Comics,Star Wars: Knights of the Old Republic (2006 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
29214,Ultimate Comics Spider-Man (2009) #11,Ultimate Comics Spider-Man (2009 - 2012),Brian Michael Bendis,"After the shocking drama surrounding Kitty Pryde is exposed, an edict is made: ""No more super heroes!!"" Will Peter and his friends be able to keep the costumes off?? Especially when J. Jonah Jameson reveals himself to be the biggest threat Spidey has faced in years? Looking for a Spidey adventure you've never seen before? Look no further as Eisner-nominated writer Brian Michael Bendis and fan-favorite artist David Lafuente, bring you another blockbuster story! Rated T ...$3.99",Comics,Ultimate Comics Spider-Man (2009 - 2012)  Comic  Ultimate, T+,en,,,comics,medium,Marvel/DC Comics Dataset
236,Age of X-Man: The Amazing Nightcrawler (2019) #1,Age of X-Man: The Amazing Nightcrawler (2019),Seanan Mcguire,"ENTER THE AGE OF X-MAN! From the Munich circus to Hollywood Boulevard, Nightcrawler is starring in his own solo series! Kurt Wagner is the biggest celebrity slash super hero since Dwayne Johnson! Juggling Kurt's responsibilities as one of the X-Men and a slate of summer blockbusters would be tough without the best support staff in the business: Stunt coordinator Magma! Personal trainer Kylun! And of course, his leading lady Meggan! But there's something rotten in Tinseltown...",Comics,Age of X-Man: The Amazing Nightcrawler (2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
32960,Wolverines (2015) #11,Wolverines (2015),"Charles Soule, Ray Fawkes","Romance is brewing between X23 and...well, you'll have to read to find out! But is it unrequited or unwise for heroes to get tangled in love? The battle inside the man known as Shogun is now risking the lives of his teammates and friends...looks like evil may prevail? What does that mean for the overall mission at hand? Fantomelle and Culpepper have been fighting tooth and claw for an unknown benefactor, risking their lives for everything...but who are they risking it all for?",Comics,Wolverines (2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
17382,Millar & Mcniven's Nemesis (2010) #2,Millar & Mcniven's Nemesis (2010),,"The most talked about new series of 2010 rages on! Nemesis's tour of terror hits Washington D.C. and hits it hard. That doesn't bode well for the citizens of the nation's capital or the man in the house on Pennsylvania Ave. Luckily, the Chief of Police has an idea on how to stop the super-villain-- but can you stop a one man hurricane of violence and mayhem? All this, thanks to the creative team that brought you CIVIL WAR- Mark Millar and Steve McNiven. Mature Content ...$2.99",Comics,Millar & Mcniven's Nemesis (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
33663,X-Force: Shatterstar (Trade Paperback),X-Force: Shatterstar (2005),,"In the aftermath of the events of CABLE & X-FORCE VOL. 1: THE LEGEND RETURNS, Shatterstar finds himself fighting for his life on the island of Madripoor. How does he come into possession of the Five Fingers of Annihilation, and who else sought to control its terrible power? Featuring Spiral from the pages of LONGSHOT and X-MEN. Collects X-FORCE: SHATTERSTAR #1-3, plus Shatterstar's classic first appearance in NEW MUTANTS #99-100
144 PGS./T+ SUGGESTED FOR TEENS AND UP ...$15.99",Comics,X-Force: Shatterstar (2005)  ,,en,,,comics,medium,Marvel/DC Comics Dataset
